,video,frame,featureName,x,y
689,50,7,disappointed,8.8809395,8.023978
690,50,8,disappointed,8.91986,8.008084
691,50,9,contempt,8.959169,8.043737
692,50,10,contempt,8.937419,8.04375
693,50,11,pleased,9.176986,8.299776
694,50,12,disappointed,9.196438,8.302679
695,50,13,disgust,9.178755,8.285455
696,50,14,contempt,8.841451,7.9752536
697,50,15,contempt,8.890393,7.9744925
698,50,16,disappointed,8.873301,8.004637
699,50,17,disappointed,8.674402,7.8539863
700,50,18,disappointed,8.5093775,7.7651324
701,50,19,disappointed,8.513299,7.844986
702,50,20,disappointed,8.749033,7.98827
703,50,21,disappointed,9.274587,8.229417
704,50,22,disappointed,9.649501,8.383916
705,50,23,disappointed,9.734842,8.467831
706,50,24,disappointed,9.645845,8.42654
707,50,25,disappointed,9.559432,8.404626
708,50,26,disappointed,9.392916,8.33587
709,50,27,disappointed,9.496814,8.376685
710,50,28,disappointed,9.500979,8.364727
711,2,1,disgust,11.154734,3.4196696
712,2,2,shocked,13.156844,6.4139915
713,2,3,shocked,13.250101,6.4852734
714,2,4,disgust,13.20706,6.621033
715,2,5,grin,13.175143,6.5899734
716,2,6,grin,13.139854,6.5904207
717,2,7,grin,13.121613,6.594777
718,2,8,grin,10.969107,7.857559
719,2,9,grin,10.84354,7.8927636
720,2,10,grin,10.935765,7.945932
721,2,11,grin,10.786163,7.8640375
722,2,12,grin,10.737661,7.841222
723,2,13,grin,10.777651,7.794897
724,2,14,grin,11.623226,8.376089
725,2,15,grin,11.660275,8.469006
726,2,16,pleased,11.572989,8.475234
727,2,17,angry,11.557682,8.419753
728,2,18,angry,11.206249,5.2222595
729,2,19,sad,9.56466,3.0742104
730,2,20,contempt,8.144008,3.5439453
731,2,21,contempt,8.07072,3.5763106
732,2,22,disgust,8.204804,3.5195336
733,2,23,disgust,11.067097,3.278511
734,2,24,disgust,11.00446,3.2830315
735,2,25,disgust,10.018747,3.036001
736,2,26,contempt,9.553685,2.9111373
737,2,27,contempt,9.632471,2.9208791
738,2,28,contempt,9.599581,2.8903756
739,2,29,sad,9.560735,2.8836703
740,2,30,pleased,9.468231,2.8250113
741,2,31,pleased,9.559316,2.8783703
742,2,32,contempt,9.567815,2.9374952
743,2,33,pleased,11.063063,3.432748
744,2,34,unpleasant,11.030855,3.4263825
745,2,35,disgust,11.082642,3.4105763
746,2,36,disgust,9.739166,2.9954765
747,2,37,disgust,9.722902,2.9685793
748,2,38,disgust,9.659047,2.8954844
749,2,39,disgust,9.607992,2.9458246
750,2,40,disgust,9.617065,3.0101757
751,2,41,contempt,9.654926,3.0445547
752,2,42,unpleasant,9.83465,3.205894
753,2,43,unpleasant,10.441763,3.937958
754,2,44,unpleasant,11.966313,6.108884
755,2,45,unpleasant,11.961965,6.094172
756,2,46,unpleasant,11.962319,6.0695243
757,2,47,contempt,10.495956,4.249722
758,2,48,grin,10.433581,4.306593
759,2,49,grin,10.443139,4.4159436
760,2,50,grin,10.4716015,4.498578
761,2,51,grin,10.391578,4.378243
762,2,52,angry,10.3820915,4.1882725
763,2,53,angry,10.336523,4.084428
764,2,54,angry,10.249586,3.921122
765,2,55,pleased,11.127173,3.8001652
766,2,56,pleased,11.046641,3.7805448
767,2,57,angry,11.094622,3.73693
768,2,58,contempt,9.838459,3.4116685
769,2,59,contempt,10.116905,3.7335372
770,2,60,contempt,10.608551,4.1451063
771,2,61,contempt,11.607213,4.8594685
772,2,62,contempt,11.613864,4.8812213
773,2,63,pleased,11.27931,6.3499713
774,2,64,pleased,11.2214365,3.5029616
775,2,65,disgust,11.319272,3.5797865
776,2,66,disgust,10.806888,6.171884
777,37,1,upset,8.930138,10.189049
778,37,2,upset,9.854315,9.678442
779,37,3,upset,9.897097,9.749863
780,37,4,upset,9.926034,9.749227
781,37,5,upset,9.899345,9.774697
782,37,6,upset,9.917248,9.755376
783,37,7,upset,9.901066,9.773654
784,37,8,upset,9.880573,9.762957
785,37,9,upset,9.765671,9.852466
786,37,10,upset,9.718538,9.845909
787,37,11,upset,9.665414,9.765806
788,37,12,upset,9.262851,7.841153
789,37,13,pleased,9.291377,7.883221
790,37,14,pleased,10.031795,7.9081044
791,37,15,pleased,9.0272255,6.8902097
792,37,16,pleased,8.608406,7.047311
793,37,17,pleased,7.9241457,7.9190693
794,37,18,disgust,7.8083854,7.854379
795,37,19,disgust,7.818527,7.723745
796,37,20,disgust,7.6931195,7.638582
797,37,21,disgust,7.626706,7.614362
798,37,22,disgust,8.448329,7.942995
799,37,23,disgust,8.492494,7.9938684
800,37,24,disgust,8.433516,7.99348
801,37,25,contempt,8.092241,7.7782736
802,37,26,contempt,8.183667,7.707718
803,37,27,upset,11.162529,9.107336
804,37,28,upset,11.192292,9.068797
805,37,29,upset,10.237563,8.261643
806,37,30,upset,10.047342,8.114197
807,37,31,pleased,8.749118,8.013427
808,37,32,pleased,8.33634,7.9742427
809,37,33,pleased,8.41105,8.006809
810,37,34,sad,8.43745,7.909153
811,37,35,disgust,8.305441,7.8056
812,37,36,contempt,7.4899573,7.6094246
813,37,37,disgust,7.6173625,7.608953
814,37,38,disgust,7.6218,7.5990715
815,37,39,disgust,7.5900874,7.5810833
816,37,40,disgust,7.732903,7.6657596
817,37,41,contempt,7.782277,7.744124
818,37,42,contempt,7.7608123,7.787812
819,37,43,contempt,7.668686,7.9277186
820,37,44,laughing,7.5765233,8.079918
821,37,45,upset,7.574993,8.106532
822,37,46,upset,7.6049466,8.106201
823,37,47,disgust,7.6468744,8.033495
824,37,48,contempt,7.63103,8.047384
825,37,49,contempt,7.6151032,8.030378
826,37,50,contempt,7.737998,7.9770684
827,37,51,contempt,7.7205114,7.987692
828,37,52,contempt,7.909103,8.28538
829,37,53,pleased,8.710369,7.378676
830,37,54,pleased,9.031283,7.566843
831,37,55,upset,8.49854,8.92832
832,37,56,upset,8.503887,8.887642
833,37,57,upset,8.505532,8.999484
834,37,58,disgust,8.788975,7.836271
835,37,59,disgust,8.676449,7.771598
836,37,60,disgust,8.674787,7.657744
837,37,61,pleased,8.716358,7.574279
838,37,62,disgust,8.714371,7.504535
839,37,63,contempt,8.748246,7.4220824
840,37,64,contempt,8.779319,7.4025517
841,37,65,contempt,8.811238,7.3757396
842,37,66,upset,8.713775,9.338577
843,37,67,upset,8.660301,9.321364
844,37,68,upset,8.691001,9.291906
845,37,69,disappointed,10.958434,8.57337
846,37,70,disappointed,11.181819,9.058105
847,37,71,disappointed,11.074348,8.94614
848,37,72,disappointed,11.049645,8.957553
849,37,73,disappointed,11.08014,8.918869
850,37,74,disappointed,10.996668,8.88456
851,37,75,disappointed,10.807186,8.679784
852,37,76,contempt,8.832124,7.949507
853,37,77,upset,8.688061,9.429731
854,37,78,upset,8.747962,9.424987
855,37,79,upset,8.730248,9.486813
856,37,80,contempt,9.372562,7.8003526
857,37,81,upset,9.869625,9.765214
858,23,1,angry,11.460864,9.11016
859,23,2,shocked,10.603193,8.22783
860,23,3,shocked,13.305185,6.1549773
861,23,4,shocked,13.135444,6.203555
862,23,5,grin,13.374428,6.214149
863,23,6,grin,12.667574,7.0193777
864,23,7,grin,12.7280245,7.66722
865,23,8,grin,12.75498,7.7769465
866,23,9,grin,12.721817,7.708754
867,23,10,grin,12.646629,7.6351414
868,23,11,contempt,11.600883,6.7167106
869,23,12,contempt,11.63107,6.7298374
870,23,13,grin,11.640297,6.699146
871,23,14,grin,11.117142,7.183883
872,23,15,grin,10.891241,7.0598545
873,23,16,grin,10.941767,6.9214234
874,23,17,grin,10.975562,6.6285267
875,23,18,grin,10.9083,6.6977944
876,23,19,grin,10.8981285,6.739398
877,23,20,grin,10.932291,6.8153687
878,23,21,grin,10.946696,6.8451357
879,23,22,sad,11.447214,6.7716727
880,23,23,unpleasant,11.51357,6.8164983
881,23,24,unpleasant,11.514003,6.762375
882,23,25,grin,11.922853,7.5250764
883,23,26,grin,12.117537,7.7291183
884,23,27,grin,12.234217,7.641908
885,23,28,grin,12.22976,7.6600213
886,23,29,grin,12.113337,7.6575704
887,23,30,grin,11.538989,8.10957
888,23,31,grin,11.444419,8.316635
889,23,32,grin,11.284009,7.3304086
890,23,33,grin,11.296717,7.306269
891,23,34,grin,11.255757,7.3034267
892,23,35,grin,11.361874,7.3104916
893,23,36,grin,11.285839,7.2843156
894,23,37,grin,11.441063,7.85322
895,23,38,grin,11.231021,7.7925096
896,23,39,grin,11.371775,7.802325
897,23,40,grin,11.78747,7.6965027
898,23,41,grin,11.726215,7.7782693
899,23,42,grin,11.720942,7.8389764
900,23,43,grin,11.830352,7.7273445
901,23,44,contempt,12.30254,8.180498
902,23,45,contempt,12.262624,8.203403
903,23,46,contempt,12.25461,8.239971
904,23,47,grin,12.287472,7.4598346
905,23,48,grin,12.227058,7.50184
906,23,49,grin,12.102075,7.529305
907,23,50,grin,11.949295,7.4715986
908,23,51,grin,11.883987,7.3938513
909,23,52,grin,11.817919,7.6628075
910,23,53,grin,11.763911,7.626277
911,23,54,grin,12.381718,7.0995874
912,23,55,grin,12.473157,6.962851
913,23,57,grin,12.485244,7.032754
914,23,58,grin,13.012186,6.6792393
915,23,59,grin,13.466043,6.1857185
916,23,60,grin,13.471179,6.1651974
917,23,61,grin,13.345917,6.220412
918,23,62,grin,12.649725,6.852639
919,23,63,grin,12.47969,7.0283036
920,23,66,contempt,13.550831,6.022448
921,22,1,pleased,11.194178,8.171916
922,22,2,pleased,11.218955,8.014518
923,22,3,disgust,11.702023,6.866023
924,22,4,disgust,13.380677,6.484383
925,22,5,disappointed,11.406211,9.436732
926,22,6,disappointed,11.40456,9.431057
927,22,7,disgust,11.396759,9.39963
928,22,8,disgust,9.816113,6.792646
929,22,9,disgust,9.528131,6.7863116
930,22,10,disgust,9.405082,6.61212
931,22,11,disgust,9.445284,6.669558
932,22,12,disgust,9.533208,6.5944643
933,22,13,disgust,12.139718,6.4289927
934,22,14,disgust,12.535046,6.300018
935,22,15,contempt,11.943596,6.2218375
936,22,16,contempt,11.377843,6.710003
937,22,17,contempt,11.393696,6.7292724
938,22,18,disgust,11.380151,6.710865
939,22,19,disappointed,11.348819,6.622169
940,22,20,pleased,12.203441,8.244488
941,22,21,pleased,12.287131,8.34707
942,22,22,pleased,11.991347,8.436161
943,22,23,sad,11.661339,8.140487
944,22,24,disgust,11.58034,7.429716
945,22,25,shocked,11.882615,6.953815
946,22,26,contempt,11.660532,6.9489923
947,22,27,shocked,11.61194,6.892018
948,22,28,shocked,11.528422,7.0010867
949,22,29,shocked,11.640818,7.3919344
950,22,30,contempt,11.603166,7.7357755
951,22,31,contempt,11.306598,7.8324633
952,22,32,contempt,11.2503605,7.7982583
953,22,33,disgust,11.250969,7.873731
954,22,34,pleased,11.135291,7.587594
955,22,35,disgust,10.192588,6.726619
956,22,36,disgust,9.917472,6.2011847
957,22,37,disgust,9.855871,6.426186
958,22,38,sad,9.789168,6.495291
959,22,39,sad,9.781268,6.6298294
960,22,40,sad,9.378581,6.6168756
961,22,41,contempt,9.242965,6.661395
962,22,42,contempt,11.393818,8.265535
963,22,43,pleased,11.324837,8.34351
964,22,44,pleased,11.485712,8.219884
965,22,45,sad,11.483496,8.11033
966,22,46,contempt,11.50576,7.9132476
967,22,47,contempt,11.738268,7.5440164
968,22,48,contempt,11.766306,7.0502605
969,22,49,contempt,11.749251,6.9062266
970,22,50,contempt,13.378135,6.0356913
971,22,51,disgust,13.476881,6.0600433
972,22,52,disgust,13.630475,6.001472
973,22,53,disgust,13.499365,6.115151
974,22,54,disgust,13.351385,6.117631
975,22,55,angry,8.813168,10.095939
976,22,57,angry,8.816668,9.958577
977,22,58,contempt,6.3916245,8.202523
978,22,59,contempt,6.31495,8.329693
979,22,60,contempt,6.260152,8.490348
980,22,61,contempt,6.2597713,8.55092
981,22,62,contempt,6.2244873,8.6130085
982,22,63,contempt,6.215731,8.649652
983,22,64,contempt,6.2281666,8.6793
984,22,65,contempt,6.3807435,8.674336
985,22,66,contempt,10.6576,7.3190074
986,22,67,sad,12.659857,6.6746664
987,22,68,disgust,13.297842,6.4109735
988,22,69,upset,13.54566,6.1620765
989,22,70,pleased,13.306688,6.2277875
990,22,71,pleased,13.2141695,6.152731
991,22,72,pleased,12.00774,5.522317
992,22,73,pleased,11.946594,5.4727564
993,22,74,pleased,11.89968,5.4291706
994,22,75,pleased,11.307135,6.31503
995,22,76,unpleasant,11.306018,6.4235253
996,22,77,pleased,11.2276535,6.475473
997,22,78,pleased,11.295652,6.481519
998,22,79,pleased,11.400936,6.5461817
999,22,80,pleased,11.3395,6.5602984
1000,22,81,disappointed,11.357565,6.7147913
1001,22,82,disgust,11.251759,8.256776
1002,36,1,contempt,8.413362,3.032495
1003,36,2,contempt,8.493804,2.443801
1004,36,3,contempt,6.164044,6.688749
1005,36,4,pleased,6.161506,6.808085
1006,36,5,pleased,6.311658,6.9182115
1007,36,6,contempt,6.2701564,6.8383007
1008,36,7,contempt,6.279976,6.8621664
1009,36,8,contempt,6.384487,7.012774
1010,36,9,contempt,6.3975587,7.020761
1011,36,10,contempt,6.3900843,6.9951186
1012,36,11,contempt,6.1266713,7.086266
1013,36,12,contempt,8.177055,3.571381
1014,36,13,contempt,8.248378,3.812326
1015,36,14,contempt,8.365073,4.0455213
1016,36,15,contempt,5.5819144,7.3987246
1017,36,16,contempt,4.832685,7.61134
1018,36,17,contempt,4.799456,7.702333
1019,36,18,pleased,4.706474,7.7639713
1020,36,19,pleased,4.4126096,9.284896
1021,36,20,pleased,4.370758,9.5005245
1022,36,21,pleased,4.2773414,9.526551
1023,36,22,pleased,4.250396,9.441631
1024,36,23,disgust,7.605819,7.643602
1025,36,24,sad,7.557055,7.5690765
1026,36,25,contempt,7.328574,7.5678296
1027,36,26,pleased,4.1005893,8.85195
1028,36,27,pleased,3.9413862,9.403472
1029,36,28,pleased,3.8799362,9.418549
1030,36,29,pleased,3.7596087,9.398188
1031,36,30,pleased,3.0619736,9.040144
1032,36,31,pleased,2.958275,8.672058
1033,36,32,contempt,3.0864396,8.355419
1034,36,33,contempt,3.1517663,8.266572
1035,36,34,pleased,3.8440619,7.842328
1036,36,35,pleased,3.9721687,7.857354
1037,36,36,pleased,3.9406016,7.9899235
1038,36,37,pleased,3.1766949,8.352059
1039,36,38,contempt,3.12569,8.450357
1040,36,39,contempt,3.1348367,8.5599575
1041,36,40,pleased,3.0430832,8.597865
1042,36,41,pleased,2.9732006,8.742847
1043,36,42,pleased,2.930293,8.741366
1044,36,43,pleased,4.215507,8.232967
1045,36,45,pleased,6.3014016,7.3319016
1046,36,46,pleased,3.697336,7.9886208
1047,36,47,pleased,3.5258508,8.05986
1048,36,48,pleased,3.1551816,8.11954
1049,36,49,pleased,3.0600162,8.064055
1050,36,50,pleased,3.1296089,7.2021933
1051,36,51,pleased,3.0439224,7.217992
1052,36,52,pleased,2.995635,7.2282257
1053,36,53,pleased,2.9401991,7.262054
1054,36,54,pleased,2.936668,7.218023
1055,36,55,pleased,2.87505,7.277056
1056,36,56,pleased,3.7537112,7.1839266
1057,36,57,pleased,3.4559417,8.889104
1058,36,58,pleased,3.4050078,8.929891
1059,36,59,pleased,3.0395665,8.976368
1060,36,60,pleased,2.9729884,8.974191
1061,36,61,pleased,2.5895028,8.802636
1062,36,62,pleased,2.4688244,8.841731
1063,36,63,pleased,2.5051577,8.8559265
1064,36,64,pleased,2.3146546,9.010523
1065,36,65,pleased,2.6778014,8.868578
1066,36,66,pleased,2.7005193,8.801588
1067,36,67,disgust,2.9414809,8.733239
1068,36,68,sad,3.2643654,8.634807
1069,36,69,angry,3.7894585,8.193342
1070,36,70,angry,3.8779771,8.194415
1071,36,71,sad,4.506528,7.813987
1072,36,72,contempt,9.086459,2.59086
1073,36,73,contempt,8.887421,2.732274
1074,36,74,disgust,8.891071,2.735263
1075,36,75,disgust,8.937724,2.6469078
1076,36,76,disgust,8.59777,3.17422
1077,36,77,contempt,8.519445,3.142023
1078,36,78,contempt,8.555832,3.1275842
1079,36,79,disgust,8.544337,3.1619005
1080,36,80,disgust,8.654175,3.0773036
1081,36,81,disgust,8.575226,2.8073404
1082,36,82,disgust,8.595184,2.6705308
1083,36,83,unpleasant,8.704262,2.7104723
1084,36,84,unpleasant,8.703818,2.6712015
1085,36,85,unpleasant,8.79667,2.7921925
1086,36,86,disgust,8.997767,2.9229362
1087,36,87,disgust,9.073579,2.9881864
1088,36,88,disgust,9.117915,3.0162313
1089,36,89,disgust,9.396069,3.4665956
1090,36,90,pleased,9.430748,3.5822487
1091,36,91,pleased,9.184197,3.5115995
1092,36,92,contempt,8.109095,2.9710927
1093,36,93,contempt,8.056724,2.9535728
1094,36,94,contempt,8.1333275,2.9288206
1095,36,95,contempt,7.6844015,2.8007462
1096,36,96,contempt,7.894189,2.700723
1097,36,97,contempt,7.882433,2.7699378
1098,36,98,contempt,8.420099,3.1479838
1099,36,99,contempt,8.392879,3.120389
1100,36,100,contempt,8.489072,3.08669
1101,36,101,contempt,8.677423,3.1924572
1102,36,102,contempt,8.849081,3.4222393
1103,36,103,contempt,8.899426,3.5640926
1104,36,104,contempt,8.898732,3.5785556
1105,36,105,disgust,8.877446,3.591203
1106,36,106,disgust,8.959818,2.9642055
1107,36,107,disgust,10.806803,3.5981061
1108,36,108,disgust,10.955557,3.6821983
1109,36,109,disgust,11.183076,3.9609318
1110,36,110,grin,10.915427,4.4830756
1111,36,111,grin,10.879248,4.548234
1112,36,112,grin,10.762674,4.5636044
1113,36,113,grin,10.734757,4.5188365
1114,36,114,grin,10.713362,4.505938
1115,36,115,pleased,9.0322485,2.5410976
1116,36,116,pleased,8.876168,2.510984
1117,36,117,disgust,8.845746,2.4979475
1118,36,118,contempt,8.7645,2.4794674
1119,36,119,contempt,8.814208,2.4738698
1120,36,120,contempt,9.132132,2.4763138
1121,36,121,contempt,9.215658,2.3156474
1122,36,122,contempt,9.198583,2.3437855
1123,36,123,contempt,9.220813,2.3307867
1124,36,124,disgust,9.314354,2.0305967
1125,36,125,unpleasant,9.33519,1.8323588
1126,36,126,unpleasant,9.342591,1.8286921
1127,36,127,unpleasant,9.286882,1.8599136
1128,36,128,unpleasant,9.107485,1.919985
1129,36,129,unpleasant,8.941324,1.98957
1130,36,130,unpleasant,8.815428,2.0397737
1131,36,131,unpleasant,8.853033,1.9652599
1132,36,132,unpleasant,8.771627,2.026338
1133,36,133,unpleasant,8.794278,2.046775
1134,36,134,unpleasant,8.691587,2.1586561
1135,36,135,unpleasant,8.664874,2.190732
1136,36,136,unpleasant,8.642923,2.30839
1137,36,137,disgust,8.557345,2.4472647
1138,36,138,disgust,8.528145,2.4459727
1139,36,139,disgust,8.539964,2.4213362
1140,36,140,contempt,8.366156,2.379685
1141,36,141,unpleasant,8.297062,2.3309767
1142,36,142,unpleasant,8.022881,2.2358646
1143,36,143,unpleasant,7.904996,2.253431
1144,36,144,unpleasant,7.8389044,2.2496684
1145,36,145,unpleasant,7.8552923,2.2644897
1146,36,146,unpleasant,7.8284435,2.3137152
1147,36,147,contempt,7.7772884,2.3264396
1148,36,148,contempt,7.7590594,2.3448617
1149,36,149,contempt,7.7902184,2.4095976
1150,36,150,contempt,8.405299,2.4395413
1151,36,151,contempt,8.322399,2.3823175
1152,36,152,contempt,8.313542,2.4007587
1153,36,153,contempt,7.6607914,2.8231404
1154,36,154,pleased,7.517495,2.855908
1155,36,155,angry,7.461807,2.9357052
1156,36,156,angry,7.4682603,2.9075372
1157,36,157,angry,7.527525,2.8473153
1158,36,158,angry,7.5510597,2.915261
1159,36,159,sad,7.550956,3.0463727
1160,36,160,contempt,7.5382876,3.0810714
1161,36,161,contempt,4.9936666,8.286195
1162,20,1,pleased,3.9440696,7.215248
1163,20,2,pleased,3.7252047,7.489441
1164,20,3,contempt,3.574854,7.7034373
1165,20,4,contempt,3.501391,7.7431436
1166,20,5,contempt,3.440358,7.783798
1167,20,6,contempt,3.4344578,7.7602935
1168,20,7,pleased,3.4647098,7.7383432
1169,20,8,pleased,3.5301018,7.765702
1170,20,9,pleased,3.639686,7.807907
1171,20,10,contempt,3.73891,7.832388
1172,20,11,pleased,3.6760752,7.6248393
1173,20,12,pleased,3.551273,7.658488
1174,20,13,pleased,3.6909382,7.847439
1175,20,14,contempt,3.216813,8.148922
1176,20,15,contempt,3.1507604,8.129049
1177,20,16,contempt,3.0790255,8.091074
1178,20,17,contempt,2.9815614,7.9902897
1179,20,18,pleased,3.0004678,7.981765
1180,20,19,pleased,3.056041,8.056497
1181,20,20,pleased,2.9468253,8.097916
1182,20,21,pleased,2.8759131,8.0430565
1183,20,22,pleased,2.7881794,8.136921
1184,20,23,disgust,2.7752466,8.10857
1185,20,24,disgust,2.9508145,8.055492
1186,20,25,disgust,2.886694,7.9990053
1187,20,26,pleased,2.8699746,7.994133
1188,20,27,disgust,2.78846,7.8960156
1189,20,28,disgust,2.559291,7.9723096
1190,20,29,disgust,2.5031564,7.976547
1191,20,30,disgust,2.4777622,7.9716525
1192,20,31,disgust,2.5200026,7.9447284
1193,20,32,disgust,2.4795072,7.980976
1194,20,33,disgust,2.5135972,8.027963
1195,20,34,disgust,2.5682006,8.063377
1196,20,35,disgust,2.9641633,7.7950263
1197,20,36,disgust,3.1577961,7.726474
1198,20,37,disgust,3.2817342,7.6543107
1199,20,38,disgust,3.4735074,7.599348
1200,20,39,contempt,4.209731,6.9848
1201,20,40,contempt,4.4380684,6.874224
1202,20,41,contempt,4.8852124,7.112414
1203,20,42,contempt,5.7747855,7.5642996
1204,20,43,contempt,5.815454,7.6233416
1205,20,44,contempt,5.1854157,7.47158
1206,20,45,contempt,5.091133,7.368506
1207,20,46,contempt,5.0888066,7.3013825
1208,20,47,contempt,5.553402,7.3266
1209,20,48,contempt,5.611359,7.3183846
1210,20,49,contempt,5.649553,7.361766
1211,20,50,contempt,5.688624,7.3425536
1212,20,51,contempt,5.7429347,7.4469743
1213,20,52,contempt,5.807604,7.4179716
1214,20,53,contempt,5.8722706,7.526813
1215,20,54,contempt,5.906961,7.707396
1216,20,55,contempt,5.2213864,7.417787
1217,20,56,contempt,5.29932,7.4155726
1218,20,57,contempt,5.235153,7.443914
1219,20,58,contempt,6.376186,8.159008
1220,20,59,contempt,6.524678,8.439964
1221,20,60,contempt,6.5907493,8.560062
1222,20,61,contempt,6.524082,8.65436
1223,20,62,pleased,6.3643656,8.674557
1224,20,63,pleased,6.2016406,8.670032
1225,20,64,pleased,6.189125,8.660625
1226,20,65,pleased,6.1957164,8.67077
1227,20,66,contempt,5.222847,8.415059
1228,20,67,laughing,5.4180684,9.401848
1229,20,68,laughing,5.659396,10.358489
1230,20,69,laughing,5.681358,10.436021
1231,20,70,laughing,5.7000012,10.453881
1232,20,71,laughing,5.6974564,10.452224
1233,20,72,laughing,5.678116,10.43985
1234,20,73,laughing,5.671734,10.415566
1235,20,74,laughing,5.6698008,10.409374
1236,20,75,laughing,5.6442547,10.38852
1237,20,76,laughing,5.67293,10.426868
1238,20,77,laughing,5.671244,10.418191
1239,20,78,laughing,5.4597306,9.605408
1240,20,79,pleased,5.850643,8.137602
1241,20,80,pleased,5.964197,8.178961
1242,20,81,pleased,5.9141436,8.10107
1243,20,82,pleased,5.8887453,8.070525
1244,20,83,pleased,5.917976,8.030671
1245,20,84,pleased,5.893988,8.045497
1246,20,85,pleased,5.852963,8.033241
1247,20,86,contempt,5.852155,8.054097
1248,20,87,contempt,5.9317293,7.935962
1249,20,88,contempt,5.1083283,7.4067225
1250,20,89,contempt,5.19177,7.4612446
1251,20,90,pleased,5.233965,7.441914
1252,20,91,pleased,5.687574,7.715081
1253,20,92,pleased,5.6097245,7.725905
1254,20,93,pleased,5.5545373,7.7772803
1255,20,94,pleased,5.698529,7.853257
1256,20,95,pleased,5.7341385,7.8821874
1257,20,96,pleased,5.730469,7.8667846
1258,20,97,pleased,5.7195296,7.800988
1259,34,1,contempt,1.9056524,9.613672
1260,34,2,contempt,2.021002,9.643384
1261,34,3,sad,2.0508626,9.631648
1262,34,4,sad,2.006829,9.656722
1263,34,5,sad,2.0130847,9.644828
1264,34,6,contempt,2.0611997,9.641609
1265,34,7,contempt,2.1494176,9.694949
1266,34,8,contempt,2.1214073,9.677203
1267,34,9,contempt,2.197406,9.6996765
1268,34,10,contempt,2.3724763,9.737114
1269,34,11,sad,2.4350374,9.643509
1270,34,12,sad,2.4805496,9.808358
1271,34,13,sad,2.477418,9.872987
1272,34,14,contempt,2.4997482,9.937936
1273,34,15,sad,2.4861004,9.933842
1274,34,16,sad,2.4958577,9.899326
1275,34,17,sad,2.484962,9.934033
1276,34,18,sad,2.5049376,9.923012
1277,34,19,contempt,2.5531774,9.852755
1278,34,20,contempt,2.5705345,9.792447
1279,34,21,contempt,2.5697098,9.736243
1280,34,22,contempt,2.4484136,9.625956
1281,34,23,contempt,2.4314773,9.650969
1282,34,24,contempt,2.3840685,9.619915
1283,34,25,contempt,2.5152824,9.703946
1284,34,26,contempt,2.5901268,9.589033
1285,34,27,sad,2.6210203,9.5769415
1286,34,28,sad,2.6518035,9.531169
1287,34,29,sad,2.6493704,9.548968
1288,34,30,sad,2.588141,9.568085
1289,34,31,sad,2.4818635,9.550056
1290,34,32,sad,5.8328958,9.467864
1291,34,33,sad,5.844361,9.481187
1292,34,34,sad,6.004377,9.545616
1293,34,35,sad,6.044585,9.5592165
1294,34,36,sad,6.1426563,9.58459
1295,34,37,sad,6.042268,9.553084
1296,34,38,pleased,3.8422503,8.158087
1297,34,39,contempt,2.4191535,9.219297
1298,34,40,contempt,2.1615827,9.316615
1299,34,41,sad,2.0042999,9.352209
1300,34,42,sad,1.9823939,9.334256
1301,34,43,sad,1.9383806,9.325899
1302,34,44,sad,2.0059714,9.348701
1303,34,45,sad,2.2707162,9.0374365
1304,34,46,pleased,2.4170976,9.003446
1305,34,47,pleased,2.32914,9.028755
1306,34,48,sad,1.9373076,9.2641735
1307,34,49,sad,1.9039752,9.253118
1308,34,50,sad,1.8767484,9.28488
1309,34,51,sad,1.8259583,9.3380785
1310,34,52,sad,1.781592,9.3403635
1311,34,53,sad,1.7794662,9.368687
1312,34,54,sad,1.7831024,9.356245
1313,34,55,sad,1.9287841,9.329452
1314,34,56,sad,1.8954211,9.355867
1315,34,57,sad,1.8904432,9.369241
1316,34,58,sad,1.8273851,9.340007
1317,34,59,sad,1.7680123,9.371226
1318,34,60,sad,1.7563636,9.390629
1319,34,61,contempt,1.7331684,9.472349
1320,34,62,contempt,1.7360742,9.52237
1321,34,63,contempt,1.7402266,9.494568
1322,34,64,contempt,1.715148,9.477427
1323,34,65,sad,1.7343223,9.494601
1324,34,66,sad,1.723539,9.554548
1325,34,67,sad,1.8839215,9.621317
1326,34,68,contempt,1.9962294,9.646665
1327,34,69,contempt,2.0629947,9.645597
1328,35,1,contempt,11.461556,6.762626
1329,35,2,grin,11.63281,6.8982296
1330,35,3,grin,11.754499,6.982992
1331,35,4,grin,11.830951,7.015533
1332,35,5,grin,11.880425,7.053479
1333,35,6,grin,11.869083,7.0262113
1334,35,7,grin,11.931787,7.046552
1335,35,8,grin,12.096664,7.212871
1336,35,9,grin,12.128772,7.067551
1337,35,10,grin,13.342172,6.179444
1338,35,11,grin,13.437982,6.096799
1339,35,12,grin,13.59289,6.0213966
1340,35,13,grin,13.546671,6.071596
1341,35,14,grin,13.62906,5.972947
1342,35,15,grin,13.53086,6.13203
1343,35,16,grin,13.022587,6.6257606
1344,35,17,grin,11.875112,7.607948
1345,35,18,grin,12.060069,7.9333835
1346,35,19,grin,12.24195,8.304318
1347,35,20,grin,12.382506,8.381796
1348,35,21,grin,12.393606,8.371796
1349,35,22,grin,12.33698,8.490427
1350,35,23,grin,12.266958,8.498031
1351,35,24,grin,12.233402,8.593446
1352,35,25,grin,12.8853035,6.9062147
